0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_0,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_1,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_2,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
0_3,1
